Year,GDP,State
2013,655930000000.0,Pennsylvania
2013,86860000000.0,New Mexico
2013,428740000000.0,Michigan
2013,51910000000.0,Rhode Island
2013,449060000000.0,Virginia
2013,129720000000.0,Nevada
2013,44150000000.0,South Dakota
2013,726130000000.0,Illinois
2013,794840000000.0,Florida
2013,191370000000.0,Alabama
2013,104680000000.0,Nebraska
2013,73060000000.0,Hawaii
2013,307280000000.0,Indiana
2013,454910000000.0,Georgia
2013,158480000000.0,Iowa
2013,286260000000.0,Colorado
2013,42970000000.0,Montana
2013,556210000000.0,Ohio
2013,334270000000.0,Maryland
2013,69080000000.0,New Hampshire
2013,133110000000.00002,Utah
2013,52890000000.0,North Dakota
2013,452060000000.0,North Carolina
2013,278020000000.0,Wisconsin
2013,141720000000.0,Kansas
2013,523730000000.0,New Jersey
2013,175930000000.0,Oregon
2013,2179230000000.0,California
2013,274600000000.00003,Missouri
2013,28680000000.0,Vermont
2013,444870000000.0,Massachusetts
2013,70550000000.0,West Virginia
2013,1484700000000.0,Texas
2013,181510000000.0,Kentucky
2013,55350000000.0,Alaska
2013,53240000000.0,Maine
2013,273480000000.00003,Arizona
2013,1329380000000.0,New York
2013,305490000000.0,Minnesota
2013,38850000000.0,Wyoming
2013,289790000000.0,Tennessee
2013,60630000000.0,Idaho
2013,100330000000.0,Mississippi
2013,228450000000.0,Louisiana
2013,60240000000.0,Delaware
2013,177700000000.0,Oklahoma
2013,410870000000.0,Washington
2013,110750000000.0,Arkansas
2013,236050000000.0,Connecticut
2013,180880000000.0,South Carolina
