Year,GDP,State
2009,610150000000.0,Pennsylvania
2009,88070000000.0,New Mexico
2009,383140000000.0,Michigan
2009,50000000000.0,Rhode Island
2009,427650000000.0,Virginia
2009,128240000000.00002,Nevada
2009,39990000000.0,South Dakota
2009,688160000000.0,Illinois
2009,769060000000.0,Florida
2009,180710000000.0,Alabama
2009,93980000000.0,Nebraska
2009,67930000000.00001,Hawaii
2009,279520000000.0,Indiana
2009,428740000000.0,Georgia
2009,146180000000.0,Iowa
2009,264970000000.00003,Colorado
2009,39510000000.0,Montana
2009,511080000000.0,Ohio
2009,311340000000.0,Maryland
2009,65019999999.99999,New Hampshire
2009,121430000000.0,Utah
2009,35240000000.0,North Dakota
2009,431960000000.0,North Carolina
2009,258760000000.0,Wisconsin
2009,134229999999.99998,Kansas
2009,506850000000.0,New Jersey
2009,165530000000.0,Oregon
2009,1995440000000.0,California
2009,266829999999.99997,Missouri
2009,27220000000.0,Vermont
2009,407220000000.0,Massachusetts
2009,68190000000.0,West Virginia
2009,1277300000000.0,Texas
2009,166700000000.0,Kentucky
2009,56220000000.0,Alaska
2009,53630000000.0,Maine
2009,257500000000.0,Arizona
2009,1230670000000.0,New York
2009,277490000000.0,Minnesota
2009,41550000000.0,Wyoming
2009,264740000000.0,Tennessee
2009,57330000000.0,Idaho
2009,98000000000.0,Mississippi
2009,236410000000.0,Louisiana
2009,61520000000.0,Delaware
2009,160090000000.0,Oklahoma
2009,370140000000.0,Washington
2009,103000000000.0,Arkansas
2009,244890000000.0,Connecticut
2009,168850000000.0,South Carolina
