Year,GDP,State
2022,726040000000.0,Pennsylvania
2022,94660000000.0,New Mexico
2022,490320000000.0,Michigan
2022,55410000000.0,Rhode Island
2022,512950000000.00006,Virginia
2022,165460000000.0,Nevada
2022,49810000000.0,South Dakota
2022,797970000000.0,Illinois
2022,1070930000000.0001,Florida
2022,213260000000.0,Alabama
2022,123540000000.0,Nebraska
2022,75420000000.0,Hawaii
2022,352960000000.0,Indiana
2022,591260000000.0,Georgia
2022,177090000000.0,Iowa
2022,385830000000.0,Colorado
2022,49750000000.0,Montana
2022,638910000000.0,Ohio
2022,368680000000.0,Maryland
2022,83000000000.0,New Hampshire
2022,191970000000.0,Utah
2022,53130000000.0,North Dakota
2022,559510000000.0,North Carolina
2022,311700000000.0,Wisconsin
2022,164940000000.0,Kansas
2022,581700000000.0,New Jersey
2022,234810000000.0,Oregon
2022,2885630000000.0,California
2022,300680000000.0,Missouri
2022,31400000000.0,Vermont
2022,543870000000.0,Massachusetts
2022,71650000000.0,West Virginia
2022,1876330000000.0,Texas
2022,201380000000.0,Kentucky
2022,49630000000.0,Alaska
2022,64769999999.99999,Maine
2022,356420000000.0,Arizona
2022,1563040000000.0,New York
2022,350310000000.0,Minnesota
2022,36350000000.0,Wyoming
2022,367780000000.0,Tennessee
2022,84000000000.0,Idaho
2022,104540000000.0,Mississippi
2022,217160000000.0,Louisiana
2022,65750000000.0,Delaware
2022,191390000000.0,Oklahoma
2022,582170000000.0,Washington
2022,126530000000.0,Arkansas
2022,252530000000.0,Connecticut
2022,226420000000.0,South Carolina
