Year,GDP,State
2004,584330000000.0,Pennsylvania
2004,83040000000.0,New Mexico
2004,448890000000.0,Michigan
2004,50510000000.0,Rhode Island
2004,392940000000.0,Virginia
2004,127330000000.0,Nevada
2004,34270000000.000004,South Dakota
2004,676810000000.0,Illinois
2004,769140000000.0,Florida
2004,176630000000.0,Alabama
2004,85990000000.0,Nebraska
2004,63320000000.0,Hawaii
2004,287660000000.0,Indiana
2004,428560000000.0,Georgia
2004,139980000000.0,Iowa
2004,240750000000.0,Colorado
2004,35530000000.0,Montana
2004,534059999999.99994,Ohio
2004,290280000000.0,Maryland
2004,64410000000.0,New Hampshire
2004,102850000000.0,Utah
2004,28280000000.0,North Dakota
2004,389210000000.0,North Carolina
2004,256170000000.00003,Wisconsin
2004,119390000000.0,Kansas
2004,498250000000.0,New Jersey
2004,152000000000.0,Oregon
2004,1850900000000.0,California
2004,259740000000.0,Missouri
2004,26860000000.0,Vermont
2004,379090000000.0,Massachusetts
2004,64160000000.0,West Virginia
2004,1109480000000.0,Texas
2004,164650000000.0,Kentucky
2004,44060000000.0,Alaska
2004,54260000000.0,Maine
2004,244320000000.0,Arizona
2004,1144130000000.0,New York
2004,275560000000.0,Minnesota
2004,31700000000.0,Wyoming
2004,260550000000.0,Tennessee
2004,51820000000.0,Idaho
2004,94480000000.0,Mississippi
2004,232710000000.0,Louisiana
2004,60070000000.0,Delaware
2004,138100000000.0,Oklahoma
2004,319850000000.0,Washington
2004,101730000000.0,Arkansas
2004,233430000000.0,Connecticut
2004,164080000000.0,South Carolina
