Year,GDP,State
2008,629810000000.0,Pennsylvania
2008,86970000000.0,New Mexico
2008,420970000000.0,Michigan
2008,50580000000.0,Rhode Island
2008,431220000000.0,Virginia
2008,139950000000.0,Nevada
2008,39080000000.0,South Dakota
2008,706620000000.0,Illinois
2008,816070000000.0,Florida
2008,186950000000.0,Alabama
2008,93840000000.0,Nebraska
2008,70460000000.0,Hawaii
2008,300960000000.0,Indiana
2008,445760000000.0,Georgia
2008,149880000000.0,Iowa
2008,270980000000.00003,Colorado
2008,40470000000.0,Montana
2008,537120000000.0,Ohio
2008,314760000000.0,Maryland
2008,65849999999.99999,New Hampshire
2008,124230000000.0,Utah
2008,34259999999.999996,North Dakota
2008,450540000000.0,North Carolina
2008,266630000000.0,Wisconsin
2008,139540000000.0,Kansas
2008,534500000000.0,New Jersey
2008,173600000000.0,Oregon
2008,2061639999999.9998,California
2008,273440000000.0,Missouri
2008,27760000000.0,Vermont
2008,414920000000.0,Massachusetts
2008,68480000000.00001,West Virginia
2008,1282090000000.0,Texas
2008,173810000000.0,Kentucky
2008,51250000000.0,Alaska
2008,54650000000.0,Maine
2008,280810000000.0,Arizona
2008,1190080000000.0,New York
2008,288420000000.0,Minnesota
2008,42870000000.0,Wyoming
2008,274570000000.0,Tennessee
2008,60310000000.0,Idaho
2008,101780000000.0,Mississippi
2008,232150000000.0,Louisiana
2008,58660000000.0,Delaware
2008,162390000000.0,Oklahoma
2008,381290000000.0,Washington
2008,106540000000.0,Arkansas
2008,257760000000.0,Connecticut
2008,176570000000.0,South Carolina
