Year,GDP,State
2002,555060000000.0,Pennsylvania
2002,73910000000.0,New Mexico
2002,436800000000.0,Michigan
2002,47220000000.0,Rhode Island
2002,110450000000.0,Nevada
2002,32780000000.0,South Dakota
2002,647520000000.0,Illinois
2002,689970000000.0,Florida
2002,160420000000.0,Alabama
2002,79180000000.0,Nebraska
2002,56990000000.0,Hawaii
2002,265350000000.00003,Indiana
2002,399410000000.0,Georgia
2002,123300000000.0,Iowa
2002,235420000000.0,Colorado
2002,32500000000.0,Montana
2002,513220000000.0,Ohio
2002,270470000000.00003,Maryland
2002,59470000000.0,New Hampshire
2002,95380000000.0,Utah
2002,26290000000.0,North Dakota
2002,364870000000.0,North Carolina
2002,240540000000.0,Wisconsin
2002,116200000000.0,Kansas
2002,484660000000.0,New Jersey
2002,138930000000.0,Oregon
2002,1722520000000.0,California
2002,247440000000.0,Missouri
2002,24570000000.0,Vermont
2002,362580000000.0,Massachusetts
2002,62830000000.0,West Virginia
2002,1043569999999.9999,Texas
2002,155640000000.0,Kentucky
2002,42980000000.0,Alaska
2002,50910000000.0,Maine
2002,220700000000.0,Arizona
2002,1106150000000.0,New York
2002,253480000000.0,Minnesota
2002,29780000000.0,Wyoming
2002,240970000000.0,Tennessee
2002,47060000000.0,Idaho
2002,88570000000.0,Mississippi
2002,213080000000.0,Louisiana
2002,56530000000.0,Delaware
2002,131289999999.99998,Oklahoma
2002,307580000000.0,Washington
2002,92950000000.0,Arkansas
2002,216680000000.0,Connecticut
2002,155280000000.0,South Carolina
